frame,time,fixed_x1,fixed_y1,adjusted_x2,adjusted_y2,adjusted_x3,adjusted_y3,z1,z2,z3,angle1,angle2
3,0.1,766.0458,317.0076,846.1679,317.0076,986.0,451.0,100,125,125,24.863723852227164,9.846872126806696
4,0.13333333333333333,766.0458,317.0076,847.6608,317.0076,995.0815,442.87,100,125,125,25.675115951257773,4.764244775619011
5,0.16666666666666666,766.0458,317.0076,851.8675,317.0076,994.9204,435.0754,100,125,125,24.5683987989738,4.289638125082156
6,0.2,766.0458,317.0076,846.9737,317.0076,997.5991,421.84560000000005,100,125,125,22.73567738183188,2.478947603715136
7,0.23333333333333334,766.0458,317.0076,838.376,317.0076,988.5227,415.92220000000003,100,125,125,20.07303373666061,5.696134881890272
8,0.26666666666666666,766.0458,317.0076,839.5124,317.0076,971.6115,414.4739,100,125,125,16.39138969612893,13.474552184365796
9,0.3,766.0458,317.0076,820.9368,317.0076,932.5233,422.51250000000005,100,125,125,7.226047633677635,34.22258766502989
10,0.3333333333333333,766.0458,317.0076,797.1548,317.0076,857.4333,433.91810000000004,100,125,125,343.0730879045037,81.42719337462916
11,0.36666666666666664,766.0458,317.0076,798.3729,317.0076,776.8729,410.6127,100,125,125,309.73131962573,149.4854006226614
12,0.4,766.0458,317.0076,796.811,317.0076,717.2067000000001,357.3616,100,125,125,304.3202939932311,171.33857965915718
13,0.43333333333333335,766.0458,317.0076,786.8582,317.0076,699.3582,330.6854,100,125,125,293.96507759109494,148.62616704815392
14,0.4666666666666667,766.0458,317.0076,775.9309,317.0076,671.4309,334.6127,100,125,125,282.832665357606,133.10614469181445
15,0.5,766.0458,317.0076,772.1489,317.0076,642.6489,351.71090000000004,100,125,125,283.06623520635674,128.28866235689694
16,0.5333333333333333,766.0458,317.0076,758.8307,317.0076,631.3307,382.71090000000004,100,125,125,193.98335294339375,41.88062397434143
17,0.5666666666666667,766.0458,317.0076,744.0379,317.0076,617.0379,446.3455,100,125,125,127.3493853899916,14.29468661873955
18,0.6,766.0458,317.0076,746.2943,317.0076,648.7943,490.90740000000005,100,125,125,110.47441011657976,18.38694024926857
19,0.6333333333333333,766.0458,317.0076,766.7943,317.0076,683.7943,502.6893,100,125,125,89.30475674157422,34.49180839319647
20,0.6666666666666666,766.0458,317.0076,753.8434,317.0076,662.8434,500.0548,100,125,125,103.19461515613774,21.591411858791776
21,0.7,766.0458,317.0076,757.8562,317.0076,666.6055999999999,500.2906,100,125,125,99.15094093353012,25.415109977317293
22,0.7333333333333333,766.0458,317.0076,753.2835,317.0076,673.0054,502.08820000000003,100,125,125,105.94507402175434,13.813002065625229
23,0.7666666666666667,766.0458,317.0076,741.7727,317.0076,667.3394000000001,506.74940000000004,100,125,125,116.2010826169404,1.726810389474167
24,0.8,766.0458,317.0076,751.6999999999999,317.0076,677.0998999999999,508.66600000000005,100,125,125,107.16336784603084,10.028064684723606
25,0.8333333333333334,766.0458,317.0076,757.7128,317.0076,687.6383000000001,510.8024,100,125,125,99.75195326402208,15.993413892469178
26,0.8666666666666667,766.0458,317.0076,767.7983,317.0076,705.6349,510.9827,100,125,125,87.59304960917365,24.61276284753274
27,0.9,766.0458,317.0076,776.2619,317.0076,721.3534,516.4189000000001,100,125,125,76.67807640982448,32.682080312975664
28,0.9333333333333333,766.0458,317.0076,783.4456,317.0076,728.6743,522.2959000000001,100,125,125,68.86416496077528,40.00234751428373
29,0.9666666666666667,766.0458,317.0076,787.2875,317.0076,742.448,522.627,100,125,125,68.86416496077528,40.00234751428373
30,1.0,766.0458,317.0076,801.6784,317.0076,752.8559,522.6666,100,125,125,51.00395024598298,55.80171051121757
31,1.0333333333333334,766.0458,317.0076,808.6912,317.0076,765.0552,524.2374,100,125,125,46.22482555830777,58.78668511118416
32,1.0666666666666667,766.0458,317.0076,812.6676,317.0076,774.5123,529.2107,100,125,125,46.22482555830777,58.78668511118416
33,1.1,766.0458,317.0076,820.2295,317.0076,782.1184000000001,531.8011,100,125,125,43.799669399272446,59.37323820070673
34,1.1333333333333333,766.0458,317.0076,841.1931,317.0076,797.5045,534.0865000000001,100,125,125,33.03917010305453,71.52081625097149
35,1.1666666666666667,766.0458,317.0076,854.9859,317.0076,830.4859,531.0528,100,125,125,28.87413470150537,69.57171059191911
36,1.2,766.0458,317.0076,854.9132,317.0076,842.4132,525.9801,100,125,125,24.752162737534587,69.50307522446464
37,1.2333333333333334,766.0458,317.0076,868.5477999999999,317.0076,847.0477999999999,527.9801,100,125,125,22.268109217670425,74.98205242806219
38,1.2666666666666666,766.0458,317.0076,871.1097,317.0076,855.6097,528.9801,100,125,125,24.766809042931826,70.6487160422231
39,1.3,766.0458,317.0076,877.366,317.0076,866.366,530.9801,100,125,125,23.095824130613305,70.68398972738598
40,1.3333333333333333,766.0458,317.0076,881.5861,317.0076,873.5861,529.8583000000001,100,125,125,22.072174515075915,70.68693314354435
41,1.3666666666666667,766.0458,317.0076,879.5625,317.0076,880.5625,527.2001,100,125,125,19.94462568923192,69.71634998631663
42,1.4,766.0458,317.0076,878.1607,317.0076,886.6607,524.3711000000001,100,125,125,18.88993149449702,68.23075438818577
43,1.4333333333333333,766.0458,317.0076,882.7461999999999,317.0076,902.2461999999999,521.542,100,125,125,19.15402050827296,64.06520701865843
44,1.4666666666666666,766.0458,317.0076,889.2953,317.0076,906.2953,520.1274000000001,100,125,125,17.609610863601176,66.47232878429121
45,1.5,766.0458,317.0076,884.6007999999999,317.0076,909.1007999999999,521.0056,100,125,125,17.111354542492016,64.56707922284104
46,1.5333333333333334,766.0458,317.0076,885.37,317.0076,905.9085,519.7052,100,125,125,15.979293719991068,67.0723611597382
47,1.5666666666666667,766.0458,317.0076,886.1264,317.0076,910.7145,509.9625,100,125,125,15.979293719991068,67.0723611597382
48,1.6,766.0458,317.0076,885.8464,317.0076,913.4449,507.11510000000004,100,125,125,11.52956912090022,69.01250562055583
49,1.6333333333333333,766.0458,317.0076,888.8464,317.0076,926.07,505.6503000000001,100,125,125,11.926781335825464,65.18684677316563
50,1.6666666666666667,766.0458,317.0076,888.8592,317.0076,930.7413,503.0418,100,125,125,12.37143704210415,62.8800473770169
51,1.7,766.0458,317.0076,886.8228,317.0076,936.8094,499.1896000000001,100,125,125,9.835139058170112,62.94110348669993
52,1.7333333333333334,766.0458,317.0076,889.9953,317.0076,946.9242,493.9335,100,125,125,8.55502941876293,61.66270470803982
53,1.7666666666666666,766.0458,317.0076,888.4189,317.0076,951.6469999999999,491.5771,100,125,125,8.925354346328728,58.92823273691837
54,1.8,766.0458,317.0076,890.2792,317.0076,959.6732999999999,488.3557,100,125,125,8.928703610727691,56.5084496640544
55,1.8333333333333333,766.0458,317.0076,890.9556,317.0076,966.8802000000001,484.56520000000006,100,125,125,8.983591006886927,53.82857732417966
56,1.8666666666666667,766.0458,317.0076,891.4226,317.0076,973.4486999999999,477.90610000000004,100,125,125,9.140269552327512,50.62275905671975
57,1.9,766.0458,317.0076,888.9282999999999,317.0076,975.2858,481.63930000000005,100,125,125,12.524487830907264,45.31330601332186
58,1.9333333333333333,766.0458,317.0076,887.7615000000001,317.0076,980.1144,477.3112,100,125,125,12.573777706060897,42.68211616667925
59,1.9666666666666666,766.0458,317.0076,884.7886,317.0076,983.0713999999999,470.8849,100,125,125,12.71288184368869,39.57104852519027
60,2.0,766.0458,317.0076,882.186,317.0076,987.3442,470.8248,100,125,125,15.444221256920857,33.73330878079444
61,2.033333333333333,766.0458,317.0076,886.6867,317.0076,997.3624,466.5291,100,125,125,14.640909259583,32.19478878884834
62,2.066666666666667,766.0458,317.0076,882.7042,317.0076,997.8819,460.13880000000006,100,125,125,14.069243419565996,30.609980663776376
63,2.1,766.0458,317.0076,875.4608,317.0076,993.2441,453.53350000000006,100,125,125,13.029854103040172,30.324727176924416
64,2.1333333333333333,766.0458,317.0076,880.0679,317.0076,999.2054999999999,459.0083,100,125,125,14.991312292832562,28.103586459101614
65,2.1666666666666665,766.0458,317.0076,891.0278000000001,317.0076,1006.9558000000001,462.1892,100,125,125,13.395309405907398,31.478258707730447
66,2.2,766.0458,317.0076,882.5585,317.0076,992.6333999999999,463.39320000000004,100,125,125,11.236273170345074,36.99301468099071
67,2.2333333333333334,766.0458,317.0076,876.3915,317.0076,978.8072999999999,465.2425,100,125,125,8.497422234130951,43.64261181172416
68,2.2666666666666666,766.0458,317.0076,873.2528,317.0076,961.6777000000001,470.1075000000001,100,125,125,2.9302924617149992,56.14661567880374
69,2.3,766.0458,317.0076,871.3744999999999,317.0076,951.3620999999999,467.05080000000004,100,125,125,356.2546081889637,66.73856881344857
70,2.3333333333333335,766.0458,317.0076,859.5032,317.0076,927.0438,453.4162,100,125,125,350.3565177526437,75.726019438322
71,2.3666666666666667,766.0458,317.0076,849.0302,317.0076,919.8474,432.709,100,125,125,339.61639177125386,84.59028649369678
72,2.4,766.0458,317.0076,831.4463999999999,317.0076,883.6999999999999,406.58720000000005,100,125,125,326.2014432621876,102.40200550001047
73,2.433333333333333,766.0458,317.0076,827.9181,317.0076,836.9181,394.8799,100,125,125,318.81961510985894,127.27989114775916
74,2.466666666666667,766.0458,317.0076,828.2343999999999,317.0076,795.2343999999999,363.46540000000005,100,125,125,313.4960323345157,152.92120049591907
75,2.5,766.0458,317.0076,834.0379,317.0076,765.0379,346.8308,100,125,125,317.1024231180565,169.47060786046282
76,2.533333333333333,766.0458,317.0076,815.7216,317.0076,710.7216,323.9526,100,125,125,305.72994604793723,161.62732355964536
77,2.566666666666667,766.0458,317.0076,799.9417,317.0076,677.9417,317.0076,100,125,125,291.819084301579,142.01708621814518
78,2.6,766.0458,317.0076,796.8926,317.0076,669.8926,317.0076,100,125,125,286.53089870057033,136.08106271991383
79,2.6333333333333333,766.0458,317.0076,796.5507,317.0076,660.5507,317.0076,100,125,125,287.02227028155727,136.21975632762175
80,2.6666666666666665,766.0458,317.0076,788.7943,317.0076,650.7943,317.0076,100,125,125,282.27378195380254,128.5057218869592
81,2.7,766.0458,317.0076,773.7943,317.0076,633.7943,317.0076,100,125,125,274.85511424412044,127.29981750333192
82,2.7333333333333334,766.0458,317.0076,745.4289,317.0076,615.4289,356.8838,100,125,125,253.6162857296156,113.85264403888944
83,2.7666666666666666,766.0458,317.0076,730.7907,317.0076,616.7216,410.78560000000004,100,125,125,218.91114108116795,85.89068311710801
84,2.8,766.0458,317.0076,720.2911,317.0076,627.8926,486.80920000000003,100,125,125,146.78030894430836,23.32543947250853
85,2.8333333333333335,766.0458,317.0076,727.0569999999999,317.0076,651.1125999999999,549.8583000000001,100,125,125,118.10072826581032,2.686127012139088
86,2.8666666666666667,766.0458,317.0076,733.4481999999999,317.0076,662.4544,530.373,100,125,125,123.53017031267358,10.14481416641956
87,2.9,766.0458,317.0076,731.6914999999999,317.0076,665.0889999999999,535.7384,100,125,125,121.3125170541978,8.99541407139123
88,2.933333333333333,766.0458,317.0076,737.383,317.0076,674.5036,534.6166000000001,100,125,125,116.62707292748792,5.225724134750828
89,2.966666666666667,766.0458,317.0076,739.7294,317.0076,681.5036,538.6166000000001,100,125,125,114.56315450092784,5.019928830002461
90,3.0,766.0458,317.0076,743.0403,317.0076,693.6254,538.6166000000001,100,125,125,111.4103224106634,4.53902517118093
91,3.033333333333333,766.0458,317.0076,746.2187,317.0076,700.7472,538.6166000000001,100,125,125,108.38569002400492,2.702905609169348
92,3.066666666666667,766.0458,317.0076,747.9358,317.0076,719.4544,547.6166000000001,100,125,125,106.34266801625115,6.768127677174982
93,3.1,766.0458,317.0076,751.4371,317.0076,728.5763,550.6166000000001,100,125,125,102.85265769739516,5.175039127569084
94,3.1333333333333333,766.0458,317.0076,752.1476,317.0076,732.869,547.1294,100,125,125,103.24777947922732,6.818674955614852
95,3.1666666666666665,766.0458,317.0076,751.4383,317.0076,737.7472,547.1294,100,125,125,103.45141808263452,8.821202006999911
96,3.2,766.0458,317.0076,753.5346,317.0076,740.0399,549.1294,100,125,125,101.1301960531093,6.55209538800585
97,3.2333333333333334,766.0458,317.0076,755.8113999999999,317.0076,747.0399,550.1294,100,125,125,98.61919760329832,5.58724328028696
98,3.2666666666666666,766.0458,317.0076,754.6836,317.0076,752.5036,561.7149,100,125,125,98.99153105784396,8.269160786020262
99,3.3,766.0458,317.0076,757.0336,317.0076,759.0266,556.4102,100,125,125,97.67976794949833,8.34144692870273
100,3.3333333333333335,766.0458,317.0076,769.7107,317.0076,765.1068,561.9136000000001,100,125,125,87.30214510707451,4.275771423620157
101,3.3666666666666667,766.0458,317.0076,771.7361,317.0076,771.8397,557.8403000000001,100,125,125,85.68804187986647,4.276062681799772
102,3.4,766.0458,317.0076,775.8212,317.0076,780.7336999999999,559.2428,100,125,125,82.87617373203439,5.408282689961246
103,3.433333333333333,766.0458,317.0076,782.0254,317.0076,790.3865999999999,558.3032000000001,100,125,125,78.69270092659,8.341392847389166
104,3.466666666666667,766.0458,317.0076,784.7487,317.0076,801.0610999999999,555.3966,100,125,125,76.58534820363427,7.592284219198504
105,3.5,766.0458,317.0076,790.9861999999999,317.0076,826.0889999999999,552.0096000000001,100,125,125,73.00985792978075,4.098964916498358
106,3.533333333333333,766.0458,317.0076,827.6745,317.0076,835.6745,556.7659000000001,100,125,125,48.944954519825686,38.34484237999972
107,3.566666666666667,766.0458,317.0076,830.3382,317.0076,836.8454,549.6933,100,125,125,46.042571317137664,41.71271722918523
108,3.6,766.0458,317.0076,830.1996,317.0076,847.8945,545.8642,100,125,125,44.73550046487572,39.154136500695394
109,3.6333333333333333,766.0458,317.0076,828.8448,317.0076,851.1146,546.5715,100,125,125,43.88510895601887,38.61517923789759
110,3.6666666666666665,766.0458,317.0076,837.7073,317.0076,872.1146,538.2787000000001,100,125,125,38.62473836970749,39.52739341260487
111,3.7,766.0458,317.0076,840.847,317.0076,874.0418999999999,539.5223000000001,100,125,125,38.591056897234935,39.88575310483135
112,3.7333333333333334,766.0458,317.0076,843.8519,317.0076,887.3837,534.5223000000001,100,125,125,37.92741082015343,36.56449194597075
113,3.7666666666666666,766.0458,317.0076,841.3865,317.0076,883.4819,534.5223000000001,100,125,125,39.900490943296056,34.860317743231704
114,3.8,766.0458,317.0076,863.6392,317.0076,884.3601,536.5223000000001,100,125,125,36.89823636608973,45.03737613328071
115,3.8333333333333335,766.0458,317.0076,859.9456,317.0076,888.9456,537.1078,100,125,125,31.747017531347232,48.10383066968452
116,3.8666666666666667,766.0458,317.0076,870.5762,317.0076,893.8238,532.1569,100,125,125,33.42341221056624,47.53924166247141
117,3.9,766.0458,317.0076,873.5105,317.0076,892.702,529.3278,100,125,125,31.505328145394586,51.02900486388063
118,3.933333333333333,766.0458,317.0076,875.0995,317.0076,903.1656,528.3278,100,125,125,30.762713068570356,48.385407850880206
119,3.966666666666667,766.0458,317.0076,874.9033,317.0076,912.6293,522.3278,100,125,125,30.42485138299425,44.63544890292206
120,4.0,766.0458,317.0076,874.8097,317.0076,916.2148,519.3278,100,125,125,29.95803647497678,43.52522875464161
121,4.033333333333333,766.0458,317.0076,874.6572,317.0076,914.8002,517.3278,100,125,125,28.56877733629968,45.55870741601681
122,4.066666666666666,766.0458,317.0076,873.1594,317.0076,916.9711,516.3278,100,125,125,27.81117651191612,45.13469416311112
123,4.1,766.0458,317.0076,874.5726000000001,317.0076,921.2639,503.3278,100,125,125,26.42516651723537,44.14778267030732
124,4.133333333333334,766.0458,317.0076,876.1339,317.0076,933.1421,502.44960000000003,100,125,125,26.006535782556604,40.59262761208045
125,4.166666666666667,766.0458,317.0076,879.9621999999999,317.0076,939.4348,493.44960000000003,100,125,125,24.370722857113627,40.15612362282512
126,4.2,766.0458,317.0076,884.5973,317.0076,952.0203,489.86420000000004,100,125,125,23.25120600545053,37.80573403955002
127,4.233333333333333,766.0458,317.0076,877.7525,317.0076,954.8749,486.4005,100,125,125,25.63449568065524,30.69958356451328
128,4.266666666666667,766.0458,317.0076,873.086,317.0076,958.144,477.6933,100,125,125,25.8589545131998,26.124500681106483
129,4.3,766.0458,317.0076,874.3584,317.0076,954.0713,481.1078,100,125,125,25.839581908646377,28.63474229284968
130,4.333333333333333,766.0458,317.0076,870.6049999999999,317.0076,957.0477999999999,481.1078,100,125,125,26.483937461460837,25.8560787992505
131,4.366666666666666,766.0458,317.0076,870.063,317.0076,962.2678,478.1078,100,125,125,26.734631214780883,22.960697431191797
132,4.4,766.0458,317.0076,872.8732,317.0076,972.5115999999999,470.1902,100,125,125,25.73554350622931,19.847847720739274
133,4.433333333333334,766.0458,317.0076,871.5082,317.0076,973.6162,465.42639999999994,100,125,125,25.96823876806748,17.57802834270971
134,4.466666666666667,766.0458,317.0076,871.1917,317.0076,976.0840999999999,460.97760000000005,100,125,125,26.252226779259946,15.0362024586951
135,4.5,766.0458,317.0076,871.1343999999999,317.0076,979.9759,455.4099,100,125,125,25.54258424730349,13.47127203018744
136,4.533333333333333,766.0458,317.0076,869.6483,317.0076,980.3272999999999,447.6561,100,125,125,25.0520636703596,11.55651702771066
137,4.566666666666666,766.0458,317.0076,866.8969000000001,317.0076,980.4407,443.54380000000003,100,125,125,25.68299627471125,8.817075112493804
138,4.6,766.0458,317.0076,863.9479,317.0076,978.7154,440.02200000000005,100,125,125,26.802233696938693,5.854004503186183
139,4.633333333333334,766.0458,317.0076,866.6054999999999,317.0076,977.5604999999999,446.7404,100,125,125,28.49253533476985,5.617419272900224
140,4.666666666666667,766.0458,317.0076,859.9813999999999,317.0076,966.6822999999999,440.86220000000003,100,125,125,28.16544022701832,6.416975633670312
141,4.7,766.0458,317.0076,865.3549999999999,317.0076,972.8276999999999,449.52040000000005,100,125,125,26.283692910631324,11.550218488240157
142,4.733333333333333,766.0458,317.0076,872.8037999999999,317.0076,976.2167,448.8858,100,125,125,22.44477260160517,17.880220799996422
143,4.766666666666667,766.0458,317.0076,876.6379999999999,317.0076,965.3620999999999,451.8367,100,125,125,18.03973657896882,30.03896293035795
144,4.8,766.0458,317.0076,864.2138,317.0076,946.7766,445.4948,100,125,125,15.104102409969745,35.905606533976545
145,4.833333333333333,766.0458,317.0076,860.8769,317.0076,940.3366,439.39660000000003,100,125,125,10.603526947015837,42.18368867839723
146,4.866666666666666,766.0458,317.0076,845.7491,317.0076,941.7491,432.4202,100,125,125,356.7059205799546,54.63427116595535
147,4.9,766.0458,317.0076,834.1872999999999,317.0076,909.1872999999999,423.2001,100,125,125,345.3543643446353,73.47846300926238
148,4.933333333333334,766.0458,317.0076,826.9908,317.0076,894.9908,399.4929,100,125,125,329.76920711351625,90.27718471868224
149,4.966666666666667,766.0458,317.0076,813.9652,317.0076,869.9652,375.78560000000004,100,125,125,313.65596922131755,109.15167861437888
150,5.0,766.0458,317.0076,808.4761,317.0076,835.4761,347.90740000000005,100,125,125,304.34305526927784,129.46773847369525
151,5.033333333333333,766.0458,317.0076,811.5723,317.0076,801.5723,340.3946,100,125,125,305.59050998034604,150.9664365178173
152,5.066666666666666,766.0458,317.0076,790.6214,317.0076,742.6214,322.80920000000003,100,125,125,288.09791709646146,167.44724913940863
153,5.1,766.0458,317.0076,782.9141999999999,317.0076,717.9141999999999,317.0076,100,125,125,281.18982741927664,141.42618572855048
154,5.133333333333334,766.0458,317.0076,781.6214,317.0076,685.6214,317.0076,100,125,125,280.5222581190801,123.14212306712056
155,5.166666666666667,766.0458,317.0076,799.7904,317.0076,692.7904,317.0076,100,125,125,291.2045244862464,128.34487379100415
156,5.2,766.0458,317.0076,794.9848999999999,317.0076,679.9848999999999,317.0076,100,125,125,287.75235986315806,120.49200665564015
157,5.233333333333333,766.0458,317.0076,788.0831000000001,317.0076,670.0831000000001,317.0076,100,125,125,284.7447315554179,116.24129457300369
158,5.266666666666667,766.0458,317.0076,780.4977,317.0076,665.4977,317.0076,100,125,125,279.8203000710208,113.03304694935608
159,5.3,766.0458,317.0076,775.3759,317.0076,654.3759,317.0076,100,125,125,277.05228826576047,109.17937930069056
160,5.333333333333333,766.0458,317.0076,753.645,317.0076,634.645,317.0076,100,125,125,256.62432188872106,91.67554188131206
161,5.366666666666666,766.0458,317.0076,709.0615,317.0076,600.0615,333.17260000000005,100,125,125,204.3881370557064,45.46086367565695
162,5.4,766.0458,317.0076,690.8179,317.0076,585.8179,375.46540000000005,100,125,125,190.204842761804,44.64383207060765
163,5.433333333333334,766.0458,317.0076,686.3542,317.0076,593.3542,402.97810000000004,100,125,125,181.4588319918645,44.87647806924592
164,5.466666666666667,766.0458,317.0076,684.73,317.0076,599.5979,425.4909,100,125,125,169.84800267580488,37.65862139871261
165,5.5,766.0458,317.0076,693.8843999999999,317.0076,620.1342,461.00370000000004,100,125,125,154.8161737282131,30.991554918096263
166,5.533333333333333,766.0458,317.0076,719.4661000000001,317.0076,637.0124000000001,467.9565,100,125,125,147.1213016031028,22.814039380186102
167,5.566666666666666,766.0458,317.0076,714.3256,317.0076,633.2816,470.2493,100,125,125,152.13681660884762,29.36669316150237
168,5.6,766.0458,317.0076,711.2086,317.0076,634.7941000000001,470.02840000000003,100,125,125,155.05968068018257,34.128007771925176
169,5.633333333333334,766.0458,317.0076,715.3263,317.0076,643.3892999999999,473.7782,100,125,125,152.63205685017505,33.76967276750192
170,5.666666666666667,766.0458,317.0076,713.0879,317.0076,646.7612,474.916,100,125,125,154.71059915552803,38.18590157120083
171,5.7,766.0458,317.0076,716.3466000000001,317.0076,654.0568000000001,477.8987,100,125,125,153.06850824089207,38.40302086371796
172,5.733333333333333,766.0458,317.0076,715.1898,317.0076,657.7927,481.80500000000006,100,125,125,152.80261477454712,40.316500761700645
173,5.766666666666667,766.0458,317.0076,717.4995,317.0076,664.8849,488.45160000000004,100,125,125,149.29326713915455,39.04241733322226
174,5.8,766.0458,317.0076,719.654,317.0076,674.8738000000001,490.9241,100,125,125,148.22876523444285,41.08710380993385
175,5.833333333333333,766.0458,317.0076,721.6590000000001,317.0076,684.2981,494.3339,100,125,125,146.46265990182206,42.28632535725727
176,5.866666666666666,766.0458,317.0076,724.1594,317.0076,693.0519999999999,500.66040000000004,100,125,125,143.6387612569029,42.13271422156559
177,5.9,766.0458,317.0076,727.6325999999999,317.0076,704.2036,504.83970000000005,100,125,125,139.66883557049184,41.08533802378966
178,5.933333333333334,766.0458,317.0076,731.0161,317.0076,714.9630999999999,510.7053,100,125,125,134.48327653805646,38.68296887340146
179,5.966666666666667,766.0458,317.0076,735.5286,317.0076,725.6334999999999,516.2369000000001,100,125,125,129.04845952889588,35.54468640400454
180,6.0,766.0458,317.0076,739.3593,317.0076,736.4295,520.5639000000001,100,125,125,123.30000876791202,32.26982964056649
181,6.033333333333333,766.0458,317.0076,745.4643,317.0076,749.1092,524.3433,100,125,125,115.60556455007192,26.87573797640531
182,6.066666666666666,766.0458,317.0076,749.6379999999999,317.0076,759.7589999999999,528.5472,100,125,125,115.60556455007192,26.87573797640531
183,6.1,766.0458,317.0076,754.4051999999999,317.0076,772.232,530.9537,100,125,125,115.60556455007192,26.87573797640531
184,6.133333333333334,766.0458,317.0076,758.5563999999999,317.0076,782.2508,532.8915,100,125,125,115.60556455007192,26.87573797640531
185,6.166666666666667,766.0458,317.0076,760.9476999999999,317.0076,787.8468,532.6793,100,125,125,115.60556455007192,26.87573797640531
186,6.2,766.0458,317.0076,779.1853,317.0076,806.1147,532.6268,100,125,125,115.60556455007192,26.87573797640531
187,6.233333333333333,766.0458,317.0076,783.1653,317.0076,815.1639,536.4068,100,125,125,115.60556455007192,26.87573797640531
188,6.266666666666667,766.0458,317.0076,785.1754999999999,317.0076,820.0484,536.3706999999999,100,125,125,115.60556455007192,26.87573797640531
189,6.3,766.0458,317.0076,803.0993,317.0076,834.3574,538.2536,100,125,125,115.60556455007192,26.87573797640531
190,6.333333333333333,766.0458,317.0076,811.1416,317.0076,844.6456,535.8786,100,125,125,115.60556455007192,26.87573797640531
